Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-02-13,News of the World,2020,https://boxd.it/1EL3QV,3,,,2021-02-13
2021-02-15,Death and the Maiden,1994,https://boxd.it/1F2SE1,4,,,2021-02-14
2021-02-17,The Pornographer,2001,https://boxd.it/1FpeuV,3.5,,,2021-02-17
2021-02-18,No Way Out,1950,https://boxd.it/1Fy0Wp,4,,,2021-02-18
2021-02-19,"China 9, Liberty 37",1978,https://boxd.it/1FFSIF,3,,,2021-02-19
2021-02-20,Army of Darkness,1992,https://boxd.it/1FNoh1,4,Yes,,2021-02-19
2021-02-20,Saint Maud,2019,https://boxd.it/1FOLbR,2.5,,,2021-02-20
2021-02-22,Judas and the Black Messiah,2021,https://boxd.it/1G70Jl,3.5,,,2021-02-21
2021-02-22,Tabu,2012,https://boxd.it/1G9csP,4,,,2021-02-21
2021-02-23,Shiva Baby,2020,https://boxd.it/1GhSGP,3.5,,,2021-02-22
2021-02-24,4:44 Last Day on Earth,2011,https://boxd.it/1GpT3P,3.5,,,2021-02-23
2021-02-25,Safe,1995,https://boxd.it/1GxHBh,3.5,,,2021-02-25
2021-02-26,Interiors,1978,https://boxd.it/1GDZdf,4,,,2021-02-25
2021-02-27,The New World,2005,https://boxd.it/1GMaEH,3.5,,,2021-02-27
2021-02-28,True Romance,1993,https://boxd.it/1GUqyr,3,,,2021-02-27
2021-02-28,Iguana,1988,https://boxd.it/1GW46z,3.5,,,2021-02-28
2021-03-01,Hôtel du Nord,1938,https://boxd.it/1H4Moj,3.5,,,2021-02-28
2021-03-01,Central Park,1989,https://boxd.it/1H4OVf,3.5,,,2021-02-28
2021-03-01,Sebastiane,1976,https://boxd.it/1H4PdX,3.5,,,2021-02-28
2021-03-02,Road to Nowhere,2010,https://boxd.it/1He8PJ,3.5,,,2021-03-02
2021-03-03,To the Wonder,2012,https://boxd.it/1Hle1p,4,,,2021-03-02
2021-03-04,The Tempest,1979,https://boxd.it/1Hsh33,3.5,,,2021-03-03
2021-03-05,Based on a True Story,2017,https://boxd.it/1HzsuD,2.5,,,2021-03-04
2021-03-06,Sweet Smell of Success,1957,https://boxd.it/1HH5Qx,4,,,2021-03-05
2021-03-07,Theory of Obscurity: A Film About the Residents,2015,https://boxd.it/1HOd4b,3.5,,,2021-03-06
2021-03-08,Near Death,1989,https://boxd.it/1I05z5,5,,,2021-03-07
2021-03-09,'R Xmas,2001,https://boxd.it/1IawFT,3.5,,,2021-03-08
2021-03-10,White Men Can't Jump,1992,https://boxd.it/1IhzFV,3.5,,,2021-03-09
2021-03-12,Voyage of Time: Life's Journey,2016,https://boxd.it/1IvKCr,2.5,,,2021-03-11
2021-03-13,The Long Goodbye,1973,https://boxd.it/1IDCLL,5,,,2021-03-13
2021-03-14,Public Housing,1997,https://boxd.it/1ILYk9,3.5,,,2021-03-13
2021-03-14,Cul-de-sac,1966,https://boxd.it/1INeHZ,3.5,,,2021-03-14
2021-03-15,The Golden Coach,1952,https://boxd.it/1IWfAt,4,,,2021-03-14
2021-03-16,Limite,1931,https://boxd.it/1J5jef,4.5,,,2021-03-15
2021-03-17,Tiresia,2003,https://boxd.it/1Jde5j,3.5,,,2021-03-17
2021-03-18,Triumph of the Will,1935,https://boxd.it/1JkuWH,3.5,,,2021-03-17
2021-03-19,The Angelic Conversation,1985,https://boxd.it/1JrTeT,3.5,,,2021-03-18
2021-03-20,Les visiteurs du soir,1942,https://boxd.it/1JA3Mx,4,,,2021-03-19
2021-03-20,3 Women,1977,https://boxd.it/1JBiUj,4.5,,,2021-03-20
2021-03-21,The Swimmer,1968,https://boxd.it/1JFBb1,4,,,2021-03-20
2021-03-22,The Store,1983,https://boxd.it/1JRED7,3.5,,,2021-03-21
2021-03-22,Knight of Cups,2015,https://boxd.it/1JUzXd,3.5,,,2021-03-22
2021-03-25,On War,2008,https://boxd.it/1KikNF,3.5,,,2021-03-25
2021-03-26,The Fearless Vampire Killers,1967,https://boxd.it/1Kp1Tt,3.5,,,2021-03-25
2021-03-27,That Cold Day in the Park,1969,https://boxd.it/1Kxg1n,4,,,2021-03-27
2021-03-27,One Hamlet Less,1973,https://boxd.it/1KxVz1,4,,,2021-03-27
2021-03-28,The Rental,2020,https://boxd.it/1KDSrZ,3,,,2021-03-27
2021-03-29,Ludwig,1973,https://boxd.it/1KQa6T,4,,,2021-03-28
2021-03-30,War Requiem,1989,https://boxd.it/1KYS6T,4,,,2021-03-29
2021-03-31,Mary,2005,https://boxd.it/1L6xwR,3.5,,,2021-03-30
2021-04-02,My Dinner with Andre,1981,https://boxd.it/1Lnj07,4,,,2021-04-02
2021-04-03,California Split,1974,https://boxd.it/1LwgcR,3.5,,,2021-04-02
2021-04-03,The Garden,1990,https://boxd.it/1Lx5Ab,4,,,2021-04-03
2021-04-04,French Cancan,1955,https://boxd.it/1LGKCb,4.5,,,2021-04-03
2021-04-04,11 Minutes,2015,https://boxd.it/1LHIAp,3.5,,,2021-04-04
2021-04-05,Loro 1,2018,https://boxd.it/1LP3Wb,3.5,,,2021-04-04
2021-04-05,Loro 2,2018,https://boxd.it/1LQZgp,4,,,2021-04-04
2021-04-05,Under the Silver Lake,2018,https://boxd.it/1LSFFX,3.5,,,2021-04-05
2021-04-06,Joint Security Area,2000,https://boxd.it/1M1DnP,3.5,,,2021-04-05
2021-04-07,People Will Talk,1951,https://boxd.it/1Mat6x,3.5,,,2021-04-06
2021-04-08,Thérèse Raquin,1953,https://boxd.it/1Miyb9,4,,,2021-04-07
2021-04-09,Song to Song,2017,https://boxd.it/1MqpVj,3.5,,,2021-04-08
2021-04-10,The Mosquito Coast,1986,https://boxd.it/1MyfhJ,3.5,,,2021-04-09
2021-04-10,House of Tolerance,2011,https://boxd.it/1Mzy0J,4,,,2021-04-10
2021-04-11,Shadow of a Doubt,1943,https://boxd.it/1MHsaz,4,,,2021-04-10
2021-04-11,Au Revoir les Enfants,1987,https://boxd.it/1MJ4RN,4.5,,,2021-04-11
2021-04-12,"Belfast, Maine",1999,https://boxd.it/1MTC1B,4.5,,,2021-04-11
2021-04-13,"Rome, Open City",1945,https://boxd.it/1N46Rd,4.5,,,2021-04-13
2021-04-14,Sweet Deceptions,1960,https://boxd.it/1NbUa3,4.5,,,2021-04-13
2021-04-15,The Sting,1973,https://boxd.it/1NjP0N,3.5,,,2021-04-14
2021-04-16,Collective,2019,https://boxd.it/1NsnOj,3.5,,,2021-04-16
2021-04-17,Gates of the Night,1946,https://boxd.it/1NzMNp,4,,,2021-04-16
2021-04-17,Saint Laurent,2014,https://boxd.it/1NB3oX,3.5,,,2021-04-17
2021-04-18,Eden,2014,https://boxd.it/1NHSRD,2,,,2021-04-17
2021-04-19,Olympia Part One: Festival of the Nations,1938,https://boxd.it/1NUQIP,4,,,2021-04-19
2021-04-20,Palms,1994,https://boxd.it/1O3NcT,4.5,,,2021-04-19
2021-04-21,Él,1953,https://boxd.it/1ObGLX,4,,,2021-04-20
2021-04-22,The Mole Agent,2020,https://boxd.it/1OjJwH,3.5,,,2021-04-21
2021-04-23,Mind Game,2004,https://boxd.it/1OrhoB,3.5,,,2021-04-22
2021-04-24,Better Days,2019,https://boxd.it/1OAcPZ,3,,,2021-04-24
2021-04-26,The Pink Panther,1963,https://boxd.it/1OSuQn,3.5,,,2021-04-25
2021-04-27,Elena and Her Men,1956,https://boxd.it/1P5lVT,3.5,,,2021-04-26
2021-04-28,Punishment Park,1971,https://boxd.it/1PdiXj,4,,,2021-04-27
2021-04-29,Go Go Tales,2007,https://boxd.it/1PlotF,3.5,,,2021-04-28
2021-04-30,The Pride of the Yankees,1942,https://boxd.it/1PvQd1,4,,,2021-04-30
2021-05-01,13 Assassins,2010,https://boxd.it/1PAQBR,3.5,,,2021-05-01
2021-05-02,Paisan,1946,https://boxd.it/1PIU15,5,,,2021-05-01
2021-05-03,World on a Wire,1973,https://boxd.it/1PUM8V,4.5,,,2021-05-03
2021-05-04,Racetrack,1985,https://boxd.it/1Q4C0H,3.5,,,2021-05-04
2021-05-06,The Mitchells vs. The Machines,2021,https://boxd.it/1QjAc7,3.5,,,2021-05-05
2021-05-07,Sarah Winchester: Ghost Opera,2016,https://boxd.it/1QqCc3,3.5,,,2021-05-06
2021-05-07,The Doctor's Horrible Experiment,1959,https://boxd.it/1QroY5,4,,,2021-05-07
2021-05-08,Rifkin's Festival,2020,https://boxd.it/1QxV3t,3.5,Yes,,2021-05-07
2021-05-08,Macbeth,1971,https://boxd.it/1Qzcyv,4.5,,,2021-05-08
2021-05-10,Macbeth,1983,https://boxd.it/1QQCrT,3.5,,,2021-05-09
2021-05-11,Chelsea on the Rocks,2008,https://boxd.it/1QYU1b,3.5,,,2021-05-10
2021-05-12,Moebius,1996,https://boxd.it/1R6rsN,3,,,2021-05-11
2021-05-14,The Seduction of Mimi,1972,https://boxd.it/1RiEIN,3.5,,,2021-05-13
2021-05-14,In a Lonely Place,1950,https://boxd.it/1RlPkj,4,,,2021-05-13
2021-05-15,Hand Gun,1994,https://boxd.it/1RtoWB,3.5,,,2021-05-14
2021-05-15,Macbeth,1948,https://boxd.it/1RuQ0R,4,,,2021-05-15
2021-05-17,Picnic on the Grass,1959,https://boxd.it/1RNfAL,4,,,2021-05-16
2021-05-19,The Day a Pig Fell Into the Well,1996,https://boxd.it/1S3uCJ,3.5,,,2021-05-18
2021-05-21,Olympia Part Two: Festival of Beauty,1938,https://boxd.it/1Shr6t,4.5,,,2021-05-20
2021-05-22,Germany Year Zero,1948,https://boxd.it/1SosvN,4.5,,,2021-05-21
2021-05-22,Adjustment & Work,1986,https://boxd.it/1SpxHr,3.5,,,2021-05-22
2021-05-23,Under the Cold Stars,2020,https://boxd.it/1SxknT,3.5,,,2021-05-22
2021-05-23,The End of the Track,1970,https://boxd.it/1SyvoZ,4,,,2021-05-23
2021-05-24,Nocturama,2016,https://boxd.it/1SI5lF,4.5,,,2021-05-24
2021-05-25,What?,1972,https://boxd.it/1SQPB1,3,,,2021-05-25
2021-05-26,Y Tu Mamá También,2001,https://boxd.it/1SYiBj,3.5,,,2021-05-26
2021-05-29,The Power of Kangwon Province,1998,https://boxd.it/1TkcN3,3.5,,,2021-05-29
2021-05-30,L'amore,1948,https://boxd.it/1TrW69,4,,,2021-05-29
2021-06-04,In the Mood for Love,2000,https://boxd.it/1U8sYh,4.5,Yes,,2021-06-02
2021-06-06,Wrong Cops,2013,https://boxd.it/1UpblV,3,,,2021-06-05
2021-06-06,The Limey,1999,https://boxd.it/1UrRDL,3.5,,,2021-06-06
2021-06-07,Stromboli,1950,https://boxd.it/1UybNX,4.5,,,2021-06-06
2021-06-07,Virgin Stripped Bare by Her Bachelors,2000,https://boxd.it/1UBDfv,4,,,2021-06-07
2021-06-08,"Napoli, Napoli, Napoli",2009,https://boxd.it/1UKcL3,3.5,,,2021-06-07
2021-06-09,Multi-Handicapped,1986,https://boxd.it/1US9IB,3.5,,,2021-06-08
2021-06-10,A Scene at the Sea,1991,https://boxd.it/1UZyrp,3.5,,,2021-06-09
2021-06-12,The Flowers of St. Francis,1950,https://boxd.it/1VduyJ,4,,,2021-06-11
2021-06-13,Happy Together,1997,https://boxd.it/1VjxVt,4.5,,,2021-06-12
2021-06-15,Chungking Express,1994,https://boxd.it/1VCGgR,4,,,2021-06-14
2021-06-17,Nostalgia for the Light,2010,https://boxd.it/1VQTnJ,3.5,,,2021-06-16
2021-06-19,The Pearl Button,2015,https://boxd.it/1W4p0N,3.5,,,2021-06-18
2021-06-19,Europe '51,1952,https://boxd.it/1W8Dul,4.5,,,2021-06-19
2021-06-20,Bo Burnham: Inside,2021,https://boxd.it/1WcK19,3,,,2021-06-19
2021-06-20,Mulberry St.,2010,https://boxd.it/1WdMNh,3.5,,,2021-06-20
2021-06-21,Luca,2021,https://boxd.it/1WrreX,3.5,,,2021-06-21
2021-06-22,Lone Star,1996,https://boxd.it/1Wv4HF,4,,,2021-06-21
2021-06-24,The Life of Jesus,1997,https://boxd.it/1WJCY9,3.5,,,2021-06-23
2021-06-26,Journey to Italy,1954,https://boxd.it/1WXQRf,5,,,2021-06-25
2021-06-28,A Quiet Place,2018,https://boxd.it/1Xd809,3.5,,,2021-06-27
2021-06-29,Humanité,1999,https://boxd.it/1XoGsX,4.5,,,2021-06-29
2021-06-30,Hadewijch,2009,https://boxd.it/1XvLOD,4,,,2021-06-29
2021-07-01,The Enclosed Valley,1995,https://boxd.it/1XE53j,4,,,2021-07-01
2021-07-02,On the Occasion of Remembering the Turning Gate,2002,https://boxd.it/1XLVhL,4,,,2021-07-02
2021-07-03,The Lady from Shanghai,1947,https://boxd.it/1XT10b,4.5,,,2021-07-02
2021-07-03,The Magnificent Ambersons,1942,https://boxd.it/1XXHzZ,4.5,,,2021-07-03
2021-07-04,2046,2004,https://boxd.it/1XZi3D,4,Yes,,2021-07-03
2021-07-04,Four of the Apocalypse,1975,https://boxd.it/1Y2ky5,4,,,2021-07-03
2021-07-05,The Lion King,1994,https://boxd.it/1Y9HwP,4.5,,,2021-07-04
2021-07-05,Where Is Freedom?,1954,https://boxd.it/1Ydbh7,3.5,,,2021-07-04
2021-07-06,Wheel of Fortune and Fantasy,2021,https://boxd.it/1YmdQV,3.5,,,2021-07-05
2021-07-08,"Camille Claudel, 1915",2013,https://boxd.it/1YDb2j,4,,,2021-07-06
2021-07-08,Breaking Away,1979,https://boxd.it/1YF8Ah,4,,,2021-07-07
2021-07-09,Close-Up,1990,https://boxd.it/1YMXcz,4.5,,,2021-07-08
2021-07-11,For Lucio,2021,https://boxd.it/1Z20GH,3.5,,,2021-07-10
2021-07-13,Marrakech Express,1989,https://boxd.it/1Zq0Vb,3.5,,,2021-07-12
2021-07-14,Mother,2009,https://boxd.it/1ZyxXF,3.5,,,2021-07-13
2021-07-15,Jeannette: The Childhood of Joan of Arc,2017,https://boxd.it/1ZHKIL,4,,,2021-07-15
2021-07-18,Wonderstruck,2017,https://boxd.it/209xXp,3.5,,,2021-07-17
2021-07-19,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021,https://boxd.it/20kvv1,3.5,,,2021-07-18
2021-07-21,Pasolini,2014,https://boxd.it/20DNCd,4.5,,,2021-07-21
2021-07-23,Bad Luck Banging or Loony Porn,2021,https://boxd.it/20Umgj,4,,,2021-07-22
2021-07-24,Tess,1979,https://boxd.it/21432R,4,,,2021-07-24
2021-07-24,Fallen Angels,1995,https://boxd.it/2187XF,4.5,,,2021-07-24
2021-07-25,Blind,1986,https://boxd.it/21cUBh,4,,,2021-07-25
2021-07-26,Old,2021,https://boxd.it/21jbdt,4,,,2021-07-25
2021-07-26,The Spider's Stratagem,1970,https://boxd.it/21kd4P,4,,,2021-07-25
2021-07-26,India: Matri Bhumi,1959,https://boxd.it/21mRxB,3.5,,,2021-07-25
2021-07-27,Days of Being Wild,1990,https://boxd.it/21wrL3,4,,,2021-07-26
2021-07-29,Nixon,1995,https://boxd.it/21KdZD,4.5,,,2021-07-28
2021-07-30,Dark Waters,2019,https://boxd.it/21VL8F,3.5,,,2021-07-29
2021-08-01,The Stranger,1946,https://boxd.it/22cF2l,4,,,2021-07-31
2021-08-03,Joan of Arc,2019,https://boxd.it/22xucr,3.5,,,2021-08-03
2021-08-04,General Della Rovere,1959,https://boxd.it/22FTsZ,4,,,2021-08-04
2021-08-05,Woman Is the Future of Man,2004,https://boxd.it/22OsLN,3.5,,,2021-08-04
2021-08-06,Flanders,2006,https://boxd.it/22WyLv,4,,,2021-08-05
2021-08-07,The Suicide Squad,2021,https://boxd.it/234c8R,3.5,,,2021-08-06
2021-08-07,Alive in France,2017,https://boxd.it/236eTT,3.5,,,2021-08-07
2021-08-18,Free Guy,2021,https://boxd.it/24ILlP,3,,,2021-08-17
2021-08-19,Tenacious D in The Pick of Destiny,2006,https://boxd.it/24QAyT,3.5,,,2021-08-18
2021-08-19,Tale of Cinema,2005,https://boxd.it/24RKLv,3,,,2021-08-19
2021-08-20,After Lucia,2012,https://boxd.it/24ZMYR,3.5,,,2021-08-20
2021-08-23,The Measure of a Man,2015,https://boxd.it/25rNCN,3.5,,,2021-08-23
2021-08-25,9 Lives of a Wet Pussycat,1976,https://boxd.it/25Jcrf,3,,,2021-08-24
2021-08-26,Il Grido,1957,https://boxd.it/25Qmfd,4,,,2021-08-25
2021-08-27,The Man Who Surprised Everyone,2018,https://boxd.it/25ZwbN,3,,,2021-08-26
2021-08-28,The Visit,2015,https://boxd.it/267F4x,4,,,2021-08-28
2021-08-29,Welcome to New York,2014,https://boxd.it/26cyRd,3.5,,,2021-08-28
2021-08-29,Piazza Vittorio,2017,https://boxd.it/26drQ5,3.5,,,2021-08-28
2021-08-29,At War,2018,https://boxd.it/26gMJF,4,,,2021-08-29
2021-08-31,The Sparks Brothers,2021,https://boxd.it/26zYdT,4,,,2021-08-30
2021-09-01,It Was Yesterday,2016,https://boxd.it/26Mik5,2.5,,,2021-09-01
2021-09-01,Karmalink,2021,https://boxd.it/26MDDn,3,,,2021-09-01
2021-09-01,The Cathedral,2021,https://boxd.it/26MVtv,3.5,,,2021-09-01
2021-09-02,Pietro il grande,2021,https://boxd.it/26Otrv,1,,,2021-09-01
2021-09-02,Heltzear,2021,https://boxd.it/26Oy3X,3,,,2021-09-01
2021-09-02,Sandstorm,2021,https://boxd.it/26Oy8j,2,,,2021-09-01
2021-09-02,The Shift,2021,https://boxd.it/26Oydj,2,,,2021-09-01
2021-09-02,"Hair Tie, Egg, Homework Books",2021,https://boxd.it/26Oyln,2.5,,,2021-09-01
2021-09-02,The Boob Fairy,2021,https://boxd.it/26Oypf,1,,,2021-09-01
2021-09-02,The Night,2021,https://boxd.it/26OAB3,3,,,2021-09-01
2021-09-02,The Power of the Dog,2021,https://boxd.it/26PoUz,3.5,,,2021-09-01
2021-09-02,Parallel Mothers,2021,https://boxd.it/26Uk4z,4,,,2021-09-02
2021-09-02,Promises,2021,https://boxd.it/26UK67,3,,,2021-09-02
2021-09-03,Atlantide,2021,https://boxd.it/26WkBR,3,,,2021-09-02
2021-09-03,The Lost Daughter,2021,https://boxd.it/26YxPV,2.5,,,2021-09-02
2021-09-03,The Card Counter,2021,https://boxd.it/27210p,4,,,2021-09-03
2021-09-03,The Hand of God,2021,https://boxd.it/272wTb,4.5,,,2021-09-03
2021-09-04,The Hole in the Fence,2021,https://boxd.it/273bjX,2,,,2021-09-03
2021-09-04,Spencer,2021,https://boxd.it/273QtJ,3.5,,,2021-09-03
2021-09-04,Il buco,2021,https://boxd.it/274QeB,4,,,2021-09-03
2021-09-04,Dune,2021,https://boxd.it/27aWxL,2.5,,,2021-09-04
2021-09-05,Amira,2021,https://boxd.it/27bHQF,3.5,,,2021-09-04
2021-09-05,Sundown,2021,https://boxd.it/27ei5P,3.5,,,2021-09-04
2021-09-05,Last Night in Soho,2021,https://boxd.it/27kqEP,4,,,2021-09-05
2021-09-05,Official Competition,2021,https://boxd.it/27l1PF,2.5,,,2021-09-05
2021-09-06,The Inner Cage,2021,https://boxd.it/27mdoj,3.5,,,2021-09-05
2021-09-06,Peacock’s Paradise,2021,https://boxd.it/27nobn,3,,,2021-09-05
2021-09-06,Happening,2021,https://boxd.it/27oOop,3.5,,,2021-09-05
2021-09-06,Mona Lisa and the Blood Moon,2021,https://boxd.it/27v3vx,3.5,,,2021-09-06
2021-09-06,Lost Illusions,2021,https://boxd.it/27vDAD,3.5,,,2021-09-06
2021-09-07,The Great Movement,2021,https://boxd.it/27wemt,3,,,2021-09-06
2021-09-07,Reflection,2021,https://boxd.it/27yYC7,3,,,2021-09-06
2021-09-07,The Box,2021,https://boxd.it/27Fpi1,2,,,2021-09-07
2021-09-08,The Queen of Hearts,2021,https://boxd.it/27FIiz,1,,,2021-09-07
2021-09-08,Life of Crime: 1984-2020,2021,https://boxd.it/27Glor,4,,,2021-09-07
2021-09-08,Once Upon a Time in Calcutta,2021,https://boxd.it/27HnA7,3,,,2021-09-07
2021-09-08,Captain Volkonogov Escaped,2021,https://boxd.it/27IQeB,2.5,,,2021-09-07
2021-09-08,Old Henry,2021,https://boxd.it/27NaDz,3,,,2021-09-08
2021-09-08,The King of Laughter,2021,https://boxd.it/27NHmV,4,,,2021-09-08
2021-09-09,Semiotic Plastic,2021,https://boxd.it/27O6J1,4,,,2021-09-08
2021-09-09,Django & Django: Sergio Corbucci Unchained,2021,https://boxd.it/27Ow5V,3,,,2021-09-08
2021-09-09,The 7 Days of Bergamo,2021,https://boxd.it/27Qbpz,2,,,2021-09-08
2021-09-09,Giulia,2021,https://boxd.it/27RAPp,3.5,,,2021-09-08
2021-09-09,Freaks Out,2021,https://boxd.it/27VAj7,2.5,,,2021-09-09
2021-09-10,INU-OH,2021,https://boxd.it/27Wdaj,3.5,,,2021-09-09
2021-09-10,On the Job: The Missing 8,2021,https://boxd.it/27YQ1z,3,,,2021-09-09
2021-09-10,America Latina,2021,https://boxd.it/282QUd,1.5,,,2021-09-10
2021-09-11,Anatomy of Time,2021,https://boxd.it/283FNR,2.5,,,2021-09-10
2021-09-11,Leave No Traces,2021,https://boxd.it/2858CZ,3.5,,,2021-09-10
2021-09-11,Another World,2021,https://boxd.it/28bm6b,4,,,2021-09-11
2021-09-13,The Projectionist,2019,https://boxd.it/28pyCh,3,,,2021-09-12
2021-09-14,Othello,1951,https://boxd.it/28yxmZ,4.5,,,2021-09-13
2021-09-15,Punch-Drunk Venice,2021,,3.5,,,2021-09-14
2021-09-16,Marx Can Wait,2021,https://boxd.it/28N41t,3.5,,,2021-09-15
2021-09-17,Viva l'Italia!,1961,https://boxd.it/28VIUT,4,,,2021-09-16
2021-09-18,Mr. Arkadin,1955,https://boxd.it/292CFd,4,,,2021-09-17
2021-09-18,The Immortal Story,1968,https://boxd.it/2935xR,5,,,2021-09-18
2021-09-18,Prince - Sign o' the Times,1987,https://boxd.it/297iaz,5,,,2021-09-18
2021-09-20,Summer Interlude,1951,https://boxd.it/29l0Oz,4,,,2021-09-19
2021-09-21,Missile,1988,https://boxd.it/29tKhH,4,,,2021-09-20
2021-09-21,The Death of David Cronenberg,2021,https://boxd.it/29x1Pn,3,,,2021-09-21
2021-09-22,Raw,2016,https://boxd.it/29DNb3,3,,,2021-09-22
2021-09-23,Summer with Monika,1953,https://boxd.it/29ItDh,4,,,2021-09-22
2021-09-24,The Taking of Power by Louis XIV,1966,https://boxd.it/29PWuH,3.5,,,2021-09-24
2021-09-25,Zeros and Ones,2021,https://boxd.it/29WOWn,4,,,2021-09-24
2021-09-26,A Hero,2021,https://boxd.it/2a2sFB,4.5,,,2021-09-25
2021-09-26,The Worst Person in the World,2021,https://boxd.it/2a41zF,3.5,,,2021-09-25
2021-09-26,The Giants,2021,https://boxd.it/2a63yX,3.5,,,2021-09-25
2021-09-27,Drive My Car,2021,https://boxd.it/2abxYB,4.5,,,2021-09-26
2021-09-27,A Chiara,2021,https://boxd.it/2adqA7,3.5,,,2021-09-26
2021-09-28,We Have a Pope,2011,https://boxd.it/2aozsN,3,,,2021-09-28
2021-09-29,Bitter Moon,1992,https://boxd.it/2avVHp,3.5,,,2021-09-28
2021-09-30,Annette,2021,https://boxd.it/2aCFBJ,4.5,,,2021-09-29
2021-09-30,Mia madre,2015,https://boxd.it/2aDVtt,4,,,2021-09-30
2021-10-01,Titane,2021,https://boxd.it/2aKnLx,3.5,,,2021-09-30
2021-10-04,Woman on the Beach,2006,https://boxd.it/2bgg9P,3.5,,,2021-10-04
2021-10-05,Underworld,1927,https://boxd.it/2bpJvN,4,,,2021-10-04
2021-10-06,Breathless,1960,https://boxd.it/2bx5Uz,4.5,,,2021-10-05
2021-10-08,Blaise Pascal,1972,https://boxd.it/2bOM7J,4.5,,,2021-10-08
2021-10-09,France,2021,https://boxd.it/2bWUmj,3.5,,,2021-10-08
2021-10-19,No Time to Die,2021,https://boxd.it/2dzo5H,2.5,,,2021-10-19
2021-10-20,Three Floors,2021,https://boxd.it/2dGLuJ,3,,,2021-10-19
2021-10-21,The Last Duel,2021,https://boxd.it/2dQ6Hx,3.5,,,2021-10-21
2021-10-23,One More Time with Feeling,2016,https://boxd.it/2e5bgr,4,Yes,,2021-10-22
2021-10-24,The Meaning of Life,1983,https://boxd.it/2egwWZ,4.5,Yes,,2021-10-23
2021-11-07,The Age of the Medici,1972,https://boxd.it/2gzFpL,4,,,2021-11-07
2021-11-08,Days,2020,https://boxd.it/2gFkk3,4,,,2021-11-07
2021-11-08,Twentynine Palms,2003,https://boxd.it/2gGpsD,3,,,2021-11-07
2021-11-08,The Seventh Seal,1957,https://boxd.it/2gI7LL,4.5,,,2021-11-07
2021-11-09,Jezebel,1938,https://boxd.it/2gXNSp,3.5,,,2021-11-09
2021-11-10,Smiles of a Summer Night,1955,https://boxd.it/2h2NwD,4,,,2021-11-09
2021-11-12,The Best Years of Our Lives,1946,https://boxd.it/2hk6np,4.5,,,2021-11-11
2021-11-13,Aspen,1991,https://boxd.it/2htFMH,3.5,,,2021-11-13
2021-11-14,The Messiah,1975,https://boxd.it/2hGIoT,4.5,,,2021-11-14
2021-11-15,The Docks of New York,1928,https://boxd.it/2hS0EH,4,,,2021-11-14
2021-11-17,Wild Strawberries,1957,https://boxd.it/2ia4e5,5,,,2021-11-16
2021-11-17,The Seventh Continent,1989,https://boxd.it/2iaUrZ,4,,,2021-11-16
2021-11-18,Wuthering Heights,1939,https://boxd.it/2ik0JN,3,,,2021-11-18
2021-11-19,The Magician,1958,https://boxd.it/2irRuP,4,,,2021-11-18
2021-11-20,"Lemmings, Part 1 – Arcadia",1979,https://boxd.it/2iAwKP,4,,,2021-11-19
2021-11-21,The French Dispatch,2021,https://boxd.it/2iIQIl,3,,,2021-11-20
2021-11-22,The Letter,1940,https://boxd.it/2iVp4f,4,,,2021-11-21
2021-11-23,Mulholland Drive,2001,https://boxd.it/2j56lB,5,Yes,,2021-11-22
2021-11-24,"Lemmings, Part 2 – Injuries",1979,https://boxd.it/2jdr6j,3.5,,,2021-11-24
2021-11-25,Brink of Life,1958,https://boxd.it/2jlyeb,3.5,,,2021-11-24
2021-11-26,The Little Foxes,1941,https://boxd.it/2juooX,4,,,2021-11-26
2021-11-29,"Planes, Trains and Automobiles",1987,https://boxd.it/2k00WZ,3,,,2021-11-28
2021-12-10,West Side Story,1961,https://boxd.it/2lzKgJ,4.5,,,2021-12-09
2021-12-11,Julius Caesar,1953,https://boxd.it/2lJ4hP,3.5,,,2021-12-11
2021-12-13,Don't Look Up,2021,https://boxd.it/2m1bEd,2,,,2021-12-12
2021-12-18,Get Out,2017,https://boxd.it/2mPMQb,3,,,2021-12-17
2021-12-20,The Zen Diaries of Garry Shandling,2018,https://boxd.it/2nkPfp,4,,,2021-12-20
2021-12-21,No Sudden Move,2021,https://boxd.it/2nrT0n,3.5,,,2021-12-21
2021-12-22,Benny's Video,1992,https://boxd.it/2nCBtD,3,,,2021-12-21
2021-12-25,Machete,2010,https://boxd.it/2oeJF9,3.5,Yes,,2021-12-24
2021-12-26,Fireworks,1997,https://boxd.it/2otlcd,4,,,2021-12-25
2021-12-29,The Beatles: Get Back,2021,https://boxd.it/2pgw0l,4,,,2021-12-28
2022-01-02,West Side Story,2021,https://boxd.it/2qmyN1,4,,,2022-01-01
2022-01-04,Compartment No. 6,2021,https://boxd.it/2r16wD,3.5,,,2022-01-03
2022-01-05,Outside Satan,2011,https://boxd.it/2rj7Sr,4,,,2022-01-04
2022-01-06,House of Gucci,2021,https://boxd.it/2ryM1D,3,,,2022-01-05
2022-01-07,Mrs. Miniver,1942,https://boxd.it/2rMAgp,3.5,,,2022-01-06
2022-01-08,71 Fragments of a Chronology of Chance,1994,https://boxd.it/2s0XYR,4,,,2022-01-07
2022-01-09,The Last Command,1928,https://boxd.it/2sjEsZ,4.5,,,2022-01-09
